frame,benchpress_angle,video_name
0,139.1744682899141,benchpress_0.mp4
1,150.01493243326854,benchpress_0.mp4
2,152.3362488497317,benchpress_0.mp4
3,153.71197811074902,benchpress_0.mp4
4,153.8210174174285,benchpress_0.mp4
5,154.2098532439618,benchpress_0.mp4
6,153.6970412522561,benchpress_0.mp4
7,153.2159378504532,benchpress_0.mp4
8,152.88652931273555,benchpress_0.mp4
9,152.70338206912078,benchpress_0.mp4
10,152.4124645889823,benchpress_0.mp4
11,143.66697395688539,benchpress_0.mp4
12,139.91972326155553,benchpress_0.mp4
13,136.25310167937803,benchpress_0.mp4
14,131.0771031914504,benchpress_0.mp4
15,127.22968832301615,benchpress_0.mp4
16,125.035502736667,benchpress_0.mp4
17,121.4128572576258,benchpress_0.mp4
18,118.55612088274982,benchpress_0.mp4
19,112.29511167624209,benchpress_0.mp4
20,111.8972211126488,benchpress_0.mp4
21,116.46679992004893,benchpress_0.mp4
22,112.6506956522347,benchpress_0.mp4
23,107.45645722095333,benchpress_0.mp4
24,99.75592187537923,benchpress_0.mp4
25,98.40751467003798,benchpress_0.mp4
26,93.4042460442684,benchpress_0.mp4
27,88.98572552159031,benchpress_0.mp4
28,85.29783430276144,benchpress_0.mp4
29,81.18201733714699,benchpress_0.mp4
30,91.8044749625778,benchpress_0.mp4
31,92.86562936177386,benchpress_0.mp4
32,95.078252222207,benchpress_0.mp4
33,104.81561367445615,benchpress_0.mp4
34,109.07715562895113,benchpress_0.mp4
35,111.17722031834816,benchpress_0.mp4
36,114.97892046455877,benchpress_0.mp4
37,117.29911835032915,benchpress_0.mp4
38,122.36662409079696,benchpress_0.mp4
39,122.58624591910845,benchpress_0.mp4
40,124.64918783442613,benchpress_0.mp4
41,130.57092025140636,benchpress_0.mp4
42,130.1221857474985,benchpress_0.mp4
43,129.07447511287552,benchpress_0.mp4
44,129.13310258219394,benchpress_0.mp4
45,128.11455518064741,benchpress_0.mp4
46,127.74726719008646,benchpress_0.mp4
47,128.55103606752147,benchpress_0.mp4
48,126.29367145115468,benchpress_0.mp4
49,126.84723486179699,benchpress_0.mp4
50,128.25957078002156,benchpress_0.mp4
51,122.47840131349585,benchpress_0.mp4
52,115.39026085664199,benchpress_0.mp4
53,108.21577723354353,benchpress_0.mp4
54,93.4446483132334,benchpress_0.mp4
55,91.87095056212321,benchpress_0.mp4
56,96.51497348990368,benchpress_0.mp4
57,105.49821691940606,benchpress_0.mp4
58,107.67643817788887,benchpress_0.mp4
59,108.5380108457463,benchpress_0.mp4
60,115.55905179461976,benchpress_0.mp4
61,123.56504194717036,benchpress_0.mp4
62,136.13520572370385,benchpress_0.mp4
63,142.21854985174025,benchpress_0.mp4
64,148.90021419286577,benchpress_0.mp4
65,152.2846288677195,benchpress_0.mp4
66,152.79382419801175,benchpress_0.mp4
67,156.27442457444488,benchpress_0.mp4
68,157.0023962379643,benchpress_0.mp4
69,156.73388715479513,benchpress_0.mp4
70,158.23328298952922,benchpress_0.mp4
71,157.04563576738346,benchpress_0.mp4
72,156.43439377424048,benchpress_0.mp4
73,156.89684544825175,benchpress_0.mp4
74,157.79373626687672,benchpress_0.mp4
75,157.84344623200874,benchpress_0.mp4
76,157.98563595474346,benchpress_0.mp4
77,157.6903217059345,benchpress_0.mp4
78,157.929211629143,benchpress_0.mp4
79,158.13287337646656,benchpress_0.mp4
80,157.5460812264962,benchpress_0.mp4
81,157.27059110360986,benchpress_0.mp4
82,156.51392671868794,benchpress_0.mp4
83,156.25473121403414,benchpress_0.mp4
84,155.37016733277065,benchpress_0.mp4
85,155.35211010953995,benchpress_0.mp4
0,161.04521339292396,benchpress_1.mp4
1,163.51346047588808,benchpress_1.mp4
2,163.7189842275996,benchpress_1.mp4
3,164.28003470818118,benchpress_1.mp4
4,162.8595683278004,benchpress_1.mp4
5,160.1948553666746,benchpress_1.mp4
6,155.06907202873342,benchpress_1.mp4
7,144.1460275624768,benchpress_1.mp4
8,127.04421709320452,benchpress_1.mp4
9,118.38881488015475,benchpress_1.mp4
10,111.80982467824329,benchpress_1.mp4
11,98.5570455776805,benchpress_1.mp4
12,87.10065277522423,benchpress_1.mp4
13,76.76742855738098,benchpress_1.mp4
14,65.36988208491404,benchpress_1.mp4
15,57.350102235231184,benchpress_1.mp4
16,43.584231878603774,benchpress_1.mp4
17,36.02603467019205,benchpress_1.mp4
18,30.615996573714106,benchpress_1.mp4
19,26.208540545517128,benchpress_1.mp4
20,22.98589066118421,benchpress_1.mp4
21,21.404382033205408,benchpress_1.mp4
22,20.677583604315412,benchpress_1.mp4
23,19.89235015732812,benchpress_1.mp4
24,19.43534799690178,benchpress_1.mp4
25,19.409938709852653,benchpress_1.mp4
26,19.88747991588394,benchpress_1.mp4
27,20.215019503148106,benchpress_1.mp4
28,20.61871579038064,benchpress_1.mp4
29,20.6218385660862,benchpress_1.mp4
30,20.864267408969248,benchpress_1.mp4
31,20.827189945224177,benchpress_1.mp4
32,22.801690163064983,benchpress_1.mp4
33,23.941094647274557,benchpress_1.mp4
34,25.045353409301335,benchpress_1.mp4
35,28.580622320704844,benchpress_1.mp4
36,40.44237297293389,benchpress_1.mp4
37,57.90828205793575,benchpress_1.mp4
38,73.93080934670873,benchpress_1.mp4
39,81.0828829040982,benchpress_1.mp4
40,90.98706405827721,benchpress_1.mp4
41,95.17360653656021,benchpress_1.mp4
42,106.51187442297675,benchpress_1.mp4
43,113.78460421063585,benchpress_1.mp4
44,131.77576756469165,benchpress_1.mp4
45,142.3874708174591,benchpress_1.mp4
46,147.0560890838604,benchpress_1.mp4
47,150.257083689713,benchpress_1.mp4
48,156.05459501166052,benchpress_1.mp4
49,160.65926204300075,benchpress_1.mp4
50,166.73309918162045,benchpress_1.mp4
51,169.65396704590214,benchpress_1.mp4
52,172.29892363851215,benchpress_1.mp4
53,172.14863957993688,benchpress_1.mp4
54,171.566840728596,benchpress_1.mp4
55,170.97940958030838,benchpress_1.mp4
56,170.0090116029765,benchpress_1.mp4
57,169.0240853911901,benchpress_1.mp4
58,169.3135830470292,benchpress_1.mp4
59,169.30868665777976,benchpress_1.mp4
60,169.12808048428664,benchpress_1.mp4
61,169.78455648933067,benchpress_1.mp4
62,169.67072848687826,benchpress_1.mp4
63,169.7623262015061,benchpress_1.mp4
64,169.9831899266972,benchpress_1.mp4
65,169.89211387652202,benchpress_1.mp4
66,169.76041093293523,benchpress_1.mp4
67,169.70987802658718,benchpress_1.mp4
68,169.58468024165208,benchpress_1.mp4
69,169.0202106465108,benchpress_1.mp4
0,130.8588966186385,benchpress_2.mp4
1,139.51910870047197,benchpress_2.mp4
2,134.89709857994853,benchpress_2.mp4
3,134.80920187531993,benchpress_2.mp4
4,128.3266499346489,benchpress_2.mp4
5,82.51467482493071,benchpress_2.mp4
6,44.96834719195208,benchpress_2.mp4
7,26.482919911399,benchpress_2.mp4
8,25.685719515724905,benchpress_2.mp4
9,16.368213835688618,benchpress_2.mp4
10,14.345214082958906,benchpress_2.mp4
11,13.737055816673909,benchpress_2.mp4
12,13.009563168334388,benchpress_2.mp4
13,13.658175001707422,benchpress_2.mp4
14,14.050940287056445,benchpress_2.mp4
15,11.965729123941713,benchpress_2.mp4
16,11.2478789149669,benchpress_2.mp4
17,10.606681031477509,benchpress_2.mp4
18,10.047476781224148,benchpress_2.mp4
19,10.049974692858767,benchpress_2.mp4
20,9.663860055572709,benchpress_2.mp4
21,9.635116660622002,benchpress_2.mp4
22,8.622440543896653,benchpress_2.mp4
23,8.123240352517097,benchpress_2.mp4
24,8.311586940642846,benchpress_2.mp4
25,8.057016265403215,benchpress_2.mp4
26,8.602302973536023,benchpress_2.mp4
27,9.453915706645368,benchpress_2.mp4
28,11.440243068945474,benchpress_2.mp4
29,15.589634250413225,benchpress_2.mp4
30,17.657203409981246,benchpress_2.mp4
31,18.770259284650113,benchpress_2.mp4
32,17.08394444878109,benchpress_2.mp4
33,22.170182256548337,benchpress_2.mp4
34,20.426142630047938,benchpress_2.mp4
35,22.543435774138683,benchpress_2.mp4
36,36.70073973319276,benchpress_2.mp4
37,42.076247569037996,benchpress_2.mp4
38,63.86870186021231,benchpress_2.mp4
39,107.03112601845494,benchpress_2.mp4
40,132.13960462751987,benchpress_2.mp4
41,140.19257485265172,benchpress_2.mp4
42,139.84423912360086,benchpress_2.mp4
43,139.061432773421,benchpress_2.mp4
44,137.64593210044515,benchpress_2.mp4
45,143.660998339261,benchpress_2.mp4
46,148.52953564684364,benchpress_2.mp4
0,177.80077844206602,benchpress_4.mp4
1,178.26051042153767,benchpress_4.mp4
2,178.64634353462398,benchpress_4.mp4
3,178.86872572958293,benchpress_4.mp4
4,178.67132828442038,benchpress_4.mp4
5,178.5199500405082,benchpress_4.mp4
6,178.00445194816032,benchpress_4.mp4
7,178.2188807776967,benchpress_4.mp4
8,178.23340415990563,benchpress_4.mp4
9,177.5707875849016,benchpress_4.mp4
10,177.25157681921692,benchpress_4.mp4
11,174.29378204313426,benchpress_4.mp4
12,172.49716014256276,benchpress_4.mp4
13,166.2171628234566,benchpress_4.mp4
14,176.25133389102868,benchpress_4.mp4
15,165.91815279314574,benchpress_4.mp4
16,1.091869046275081,benchpress_4.mp4
17,2.8413964400867164,benchpress_4.mp4
18,3.7203084610726007,benchpress_4.mp4
19,4.070932825113498,benchpress_4.mp4
20,5.35261767789709,benchpress_4.mp4
21,5.007735702057095,benchpress_4.mp4
22,7.161904325116522,benchpress_4.mp4
23,7.70112471242984,benchpress_4.mp4
24,7.4760391527327,benchpress_4.mp4
25,8.527158583424514,benchpress_4.mp4
26,8.776771192644109,benchpress_4.mp4
27,9.54462477418528,benchpress_4.mp4
28,10.171120164386776,benchpress_4.mp4
29,9.663948584597286,benchpress_4.mp4
30,9.608748201385971,benchpress_4.mp4
31,15.565114753282906,benchpress_4.mp4
32,173.80182809518766,benchpress_4.mp4
33,165.5161884402186,benchpress_4.mp4
34,170.90980886615893,benchpress_4.mp4
35,173.69151259926636,benchpress_4.mp4
36,174.42612789677273,benchpress_4.mp4
37,177.6188432839011,benchpress_4.mp4
38,178.4037244439172,benchpress_4.mp4
0,156.77533650848886,benchpress_5.mp4
1,158.3815435649181,benchpress_5.mp4
2,159.53526262472855,benchpress_5.mp4
3,160.65759059351987,benchpress_5.mp4
4,164.05682824039386,benchpress_5.mp4
5,164.05246725459577,benchpress_5.mp4
6,163.92271993543494,benchpress_5.mp4
7,164.43029287486004,benchpress_5.mp4
8,160.58892727486864,benchpress_5.mp4
9,160.83667157727226,benchpress_5.mp4
10,157.5138691369781,benchpress_5.mp4
11,157.82932752659264,benchpress_5.mp4
12,151.39386356071861,benchpress_5.mp4
13,156.47042602061455,benchpress_5.mp4
14,153.62382002614305,benchpress_5.mp4
15,152.43404853620348,benchpress_5.mp4
16,146.95713895851324,benchpress_5.mp4
17,145.23436425004408,benchpress_5.mp4
18,143.34515634588786,benchpress_5.mp4
19,140.55829948008414,benchpress_5.mp4
20,137.206108023837,benchpress_5.mp4
21,133.49031859559693,benchpress_5.mp4
22,140.92077757170873,benchpress_5.mp4
23,130.78531493296464,benchpress_5.mp4
24,130.07167416070368,benchpress_5.mp4
25,116.06753866717014,benchpress_5.mp4
26,115.69632309169386,benchpress_5.mp4
27,118.64514213097544,benchpress_5.mp4
28,103.0156203018246,benchpress_5.mp4
29,104.13144187539817,benchpress_5.mp4
30,101.56157972378222,benchpress_5.mp4
31,100.59332434569646,benchpress_5.mp4
32,124.54659241188331,benchpress_5.mp4
33,113.86549652524027,benchpress_5.mp4
34,132.58026010327205,benchpress_5.mp4
35,135.48537744197566,benchpress_5.mp4
36,136.1428697055352,benchpress_5.mp4
37,136.03231951844336,benchpress_5.mp4
38,112.3932418009174,benchpress_5.mp4
39,107.59040715546762,benchpress_5.mp4
40,113.81046237415657,benchpress_5.mp4
41,114.41955869871978,benchpress_5.mp4
42,128.94067587516255,benchpress_5.mp4
43,117.6523442107969,benchpress_5.mp4
44,108.83985501329822,benchpress_5.mp4
45,115.94388853297193,benchpress_5.mp4
46,110.08211035571473,benchpress_5.mp4
47,113.55865841806812,benchpress_5.mp4
48,115.4984176736591,benchpress_5.mp4
49,117.83657655088568,benchpress_5.mp4
50,132.7127596700259,benchpress_5.mp4
51,138.34760462248576,benchpress_5.mp4
52,135.0730910302999,benchpress_5.mp4
53,135.24926097708058,benchpress_5.mp4
54,145.19121761992562,benchpress_5.mp4
55,155.3025809359289,benchpress_5.mp4
56,144.2639570804737,benchpress_5.mp4
57,142.5801567044072,benchpress_5.mp4
0,161.77176893934623,benchpress_7.mp4
1,157.09556741549108,benchpress_7.mp4
2,155.2411538297667,benchpress_7.mp4
3,147.289972487418,benchpress_7.mp4
4,144.53257984482076,benchpress_7.mp4
5,140.32997120906475,benchpress_7.mp4
6,138.25418313790414,benchpress_7.mp4
7,137.44628949182368,benchpress_7.mp4
8,135.39783062980825,benchpress_7.mp4
9,133.0483592533125,benchpress_7.mp4
10,126.9344653702322,benchpress_7.mp4
11,127.08194424804401,benchpress_7.mp4
12,133.11397745103133,benchpress_7.mp4
13,134.2206174999103,benchpress_7.mp4
14,129.6206146439029,benchpress_7.mp4
15,131.0852407181541,benchpress_7.mp4
16,134.35670451586194,benchpress_7.mp4
17,127.34164875296278,benchpress_7.mp4
18,124.08379483428813,benchpress_7.mp4
19,111.98808382499851,benchpress_7.mp4
20,127.19145032792197,benchpress_7.mp4
21,139.552294632066,benchpress_7.mp4
22,135.33567517453668,benchpress_7.mp4
23,104.16898007412344,benchpress_7.mp4
24,122.34531798434615,benchpress_7.mp4
25,105.31764094321437,benchpress_7.mp4
26,147.12181312329622,benchpress_7.mp4
27,138.25886915983634,benchpress_7.mp4
28,109.63773714064104,benchpress_7.mp4
29,119.4054828489636,benchpress_7.mp4
30,88.28131320211683,benchpress_7.mp4
31,37.550552788205366,benchpress_7.mp4
32,78.94375392741094,benchpress_7.mp4
33,124.88501262079997,benchpress_7.mp4
34,102.57192036637818,benchpress_7.mp4
35,133.7904807993553,benchpress_7.mp4
36,135.04227724719337,benchpress_7.mp4
37,123.59606241715919,benchpress_7.mp4
38,130.09206317766663,benchpress_7.mp4
39,136.9044983474343,benchpress_7.mp4
40,71.39441181854797,benchpress_7.mp4
41,107.36630875187085,benchpress_7.mp4
42,106.25080343868856,benchpress_7.mp4
43,118.44423165171649,benchpress_7.mp4
44,116.66867697896774,benchpress_7.mp4
45,127.09855693305444,benchpress_7.mp4
46,124.33681235720816,benchpress_7.mp4
47,130.667615475362,benchpress_7.mp4
48,132.57898622110346,benchpress_7.mp4
49,142.30239633185943,benchpress_7.mp4
50,145.64360985891074,benchpress_7.mp4
51,147.57976875150476,benchpress_7.mp4
52,147.49274141275976,benchpress_7.mp4
53,137.15013279317384,benchpress_7.mp4
54,73.00364869853317,benchpress_7.mp4
55,74.03845837636713,benchpress_7.mp4
56,51.673831221503704,benchpress_7.mp4
57,113.3642320925023,benchpress_7.mp4
58,105.72693612079172,benchpress_7.mp4
59,118.83507784307089,benchpress_7.mp4
60,107.78912804636317,benchpress_7.mp4
61,76.90582664277889,benchpress_7.mp4
62,75.44333327708463,benchpress_7.mp4
63,120.98846452057639,benchpress_7.mp4
64,147.64421415125076,benchpress_7.mp4
65,144.0917247427846,benchpress_7.mp4
66,85.31674921094458,benchpress_7.mp4
67,96.68917670951535,benchpress_7.mp4
68,129.05300643712332,benchpress_7.mp4
69,127.30428463458797,benchpress_7.mp4
70,130.3287305322594,benchpress_7.mp4
71,132.6216479972446,benchpress_7.mp4
72,134.51574224605025,benchpress_7.mp4
73,139.61024533147938,benchpress_7.mp4
74,139.6532019542074,benchpress_7.mp4
75,137.2106701363494,benchpress_7.mp4
76,144.31811922824969,benchpress_7.mp4
77,147.08716016918956,benchpress_7.mp4
78,143.4856203548974,benchpress_7.mp4
79,142.30920581472517,benchpress_7.mp4
80,143.3233220891553,benchpress_7.mp4
81,141.46389848079951,benchpress_7.mp4
82,140.50809315247247,benchpress_7.mp4
83,139.5753008452636,benchpress_7.mp4
84,138.92589141255624,benchpress_7.mp4
85,139.47220937204753,benchpress_7.mp4
86,139.73981049320597,benchpress_7.mp4
87,139.69172942955024,benchpress_7.mp4
88,142.7731341254317,benchpress_7.mp4
89,142.38280312748145,benchpress_7.mp4
90,142.78029907740947,benchpress_7.mp4
91,143.56927790994038,benchpress_7.mp4
92,143.6208405059294,benchpress_7.mp4
93,146.22646813885106,benchpress_7.mp4
94,146.99909682645955,benchpress_7.mp4
95,151.29947738151878,benchpress_7.mp4
96,152.71488430746282,benchpress_7.mp4
97,153.5465842390605,benchpress_7.mp4
98,157.6764330283464,benchpress_7.mp4
99,158.62604713089837,benchpress_7.mp4
100,159.78528771456473,benchpress_7.mp4
101,161.24592696907982,benchpress_7.mp4
102,161.8082006037153,benchpress_7.mp4
103,164.73412703747582,benchpress_7.mp4
104,166.78500564716217,benchpress_7.mp4
105,167.5359351949398,benchpress_7.mp4
106,166.94919622213942,benchpress_7.mp4
107,166.35848479442927,benchpress_7.mp4
108,166.43189665157277,benchpress_7.mp4
109,166.09259143787676,benchpress_7.mp4
110,164.87959190202358,benchpress_7.mp4
111,164.2712030103914,benchpress_7.mp4
112,163.8224088810775,benchpress_7.mp4
113,162.83685698179175,benchpress_7.mp4
114,162.84745351347354,benchpress_7.mp4
115,162.66166936131134,benchpress_7.mp4
116,163.68147245511196,benchpress_7.mp4
117,160.21737978213022,benchpress_7.mp4
118,165.75091793075043,benchpress_7.mp4
119,163.74470503384538,benchpress_7.mp4
120,164.56154703531652,benchpress_7.mp4
121,165.16746961677657,benchpress_7.mp4
122,166.97287982645923,benchpress_7.mp4
123,164.2202336228033,benchpress_7.mp4
124,162.50562039436312,benchpress_7.mp4
